Source Name	Comment[update information]	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Characteristics[specimen with known storage state]	Characteristics[cell line]	Characteristics[cell type]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	FactorValue[growth condition]
serum_3_76	  	ERS1032267	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_76	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_76_	sequencing assay	ERX1283694	Teichmann_serum_3_76_1.fastq.gz	Teichmann_serum_3_76_1.fastq.gz	ERR1211443	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211443/ERR1211443_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_76	  	ERS1032267	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_76	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_76_	sequencing assay	ERX1283694	Teichmann_serum_3_76_2.fastq.gz	Teichmann_serum_3_76_2.fastq.gz	ERR1211443	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211443/ERR1211443_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_77	  	ERS1032268	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_77	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_77_	sequencing assay	ERX1283695	Teichmann_serum_3_77_1.fastq.gz	Teichmann_serum_3_77_1.fastq.gz	ERR1211444	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211444/ERR1211444_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_77	  	ERS1032268	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_77	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_77_	sequencing assay	ERX1283695	Teichmann_serum_3_77_2.fastq.gz	Teichmann_serum_3_77_2.fastq.gz	ERR1211444	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211444/ERR1211444_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_78	  	ERS1032269	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_78	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_78_	sequencing assay	ERX1283696	Teichmann_serum_3_78_1.fastq.gz	Teichmann_serum_3_78_1.fastq.gz	ERR1211445	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211445/ERR1211445_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_78	  	ERS1032269	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_78	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_78_	sequencing assay	ERX1283696	Teichmann_serum_3_78_2.fastq.gz	Teichmann_serum_3_78_2.fastq.gz	ERR1211445	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211445/ERR1211445_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_79	  	ERS1032270	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_79	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_79_	sequencing assay	ERX1283697	Teichmann_serum_3_79_1.fastq.gz	Teichmann_serum_3_79_1.fastq.gz	ERR1211446	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211446/ERR1211446_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_79	  	ERS1032270	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_79	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_79_	sequencing assay	ERX1283697	Teichmann_serum_3_79_2.fastq.gz	Teichmann_serum_3_79_2.fastq.gz	ERR1211446	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211446/ERR1211446_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_8	corrected growth condition annotation - 2017-07-28	ERS1032199	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_8	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_8_	sequencing assay	ERX1283626	Teichmann_serum_3_8_1.fastq.gz	Teichmann_serum_3_8_1.fastq.gz	ERR1211375	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211375/ERR1211375_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_8	corrected growth condition annotation - 2017-07-28	ERS1032199	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_8	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_8_	sequencing assay	ERX1283626	Teichmann_serum_3_8_2.fastq.gz	Teichmann_serum_3_8_2.fastq.gz	ERR1211375	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211375/ERR1211375_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_80	  	ERS1032271	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_80	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_80_	sequencing assay	ERX1283698	Teichmann_serum_3_80_1.fastq.gz	Teichmann_serum_3_80_1.fastq.gz	ERR1211447	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211447/ERR1211447_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_80	  	ERS1032271	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_80	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_80_	sequencing assay	ERX1283698	Teichmann_serum_3_80_2.fastq.gz	Teichmann_serum_3_80_2.fastq.gz	ERR1211447	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211447/ERR1211447_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_81	  	ERS1032272	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_81	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_81_	sequencing assay	ERX1283699	Teichmann_serum_3_81_1.fastq.gz	Teichmann_serum_3_81_1.fastq.gz	ERR1211448	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211448/ERR1211448_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_81	  	ERS1032272	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_81	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_81_	sequencing assay	ERX1283699	Teichmann_serum_3_81_2.fastq.gz	Teichmann_serum_3_81_2.fastq.gz	ERR1211448	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211448/ERR1211448_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_82	  	ERS1032273	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_82	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_82_	sequencing assay	ERX1283700	Teichmann_serum_3_82_1.fastq.gz	Teichmann_serum_3_82_1.fastq.gz	ERR1211449	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211449/ERR1211449_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_82	  	ERS1032273	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_82	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_82_	sequencing assay	ERX1283700	Teichmann_serum_3_82_2.fastq.gz	Teichmann_serum_3_82_2.fastq.gz	ERR1211449	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211449/ERR1211449_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_83	  	ERS1032274	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_83	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_83_	sequencing assay	ERX1283701	Teichmann_serum_3_83_1.fastq.gz	Teichmann_serum_3_83_1.fastq.gz	ERR1211450	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211450/ERR1211450_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_83	  	ERS1032274	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_83	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_83_	sequencing assay	ERX1283701	Teichmann_serum_3_83_2.fastq.gz	Teichmann_serum_3_83_2.fastq.gz	ERR1211450	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211450/ERR1211450_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_84	  	ERS1032275	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_84	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_84_	sequencing assay	ERX1283702	Teichmann_serum_3_84_1.fastq.gz	Teichmann_serum_3_84_1.fastq.gz	ERR1211451	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211451/ERR1211451_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_84	  	ERS1032275	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_84	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_84_	sequencing assay	ERX1283702	Teichmann_serum_3_84_2.fastq.gz	Teichmann_serum_3_84_2.fastq.gz	ERR1211451	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211451/ERR1211451_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_85	  	ERS1032276	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_85	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_85_	sequencing assay	ERX1283703	Teichmann_serum_3_85_1.fastq.gz	Teichmann_serum_3_85_1.fastq.gz	ERR1211452	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211452/ERR1211452_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_85	  	ERS1032276	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_85	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_85_	sequencing assay	ERX1283703	Teichmann_serum_3_85_2.fastq.gz	Teichmann_serum_3_85_2.fastq.gz	ERR1211452	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211452/ERR1211452_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_86	  	ERS1032277	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_86	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_86_	sequencing assay	ERX1283704	Teichmann_serum_3_86_1.fastq.gz	Teichmann_serum_3_86_1.fastq.gz	ERR1211453	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211453/ERR1211453_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_86	  	ERS1032277	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_86	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_86_	sequencing assay	ERX1283704	Teichmann_serum_3_86_2.fastq.gz	Teichmann_serum_3_86_2.fastq.gz	ERR1211453	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211453/ERR1211453_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_87	  	ERS1032278	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_87	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_87_	sequencing assay	ERX1283705	Teichmann_serum_3_87_1.fastq.gz	Teichmann_serum_3_87_1.fastq.gz	ERR1211454	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211454/ERR1211454_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_87	  	ERS1032278	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_87	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_87_	sequencing assay	ERX1283705	Teichmann_serum_3_87_2.fastq.gz	Teichmann_serum_3_87_2.fastq.gz	ERR1211454	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211454/ERR1211454_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_88	  	ERS1032279	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_88	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_88_	sequencing assay	ERX1283706	Teichmann_serum_3_88_1.fastq.gz	Teichmann_serum_3_88_1.fastq.gz	ERR1211455	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211455/ERR1211455_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_88	  	ERS1032279	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_88	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_88_	sequencing assay	ERX1283706	Teichmann_serum_3_88_2.fastq.gz	Teichmann_serum_3_88_2.fastq.gz	ERR1211455	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211455/ERR1211455_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_89	  	ERS1032280	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_89	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_89_	sequencing assay	ERX1283707	Teichmann_serum_3_89_1.fastq.gz	Teichmann_serum_3_89_1.fastq.gz	ERR1211456	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211456/ERR1211456_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_89	  	ERS1032280	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_89	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_89_	sequencing assay	ERX1283707	Teichmann_serum_3_89_2.fastq.gz	Teichmann_serum_3_89_2.fastq.gz	ERR1211456	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211456/ERR1211456_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_9	corrected growth condition annotation - 2017-07-28	ERS1032200	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_9	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_9_	sequencing assay	ERX1283627	Teichmann_serum_3_9_1.fastq.gz	Teichmann_serum_3_9_1.fastq.gz	ERR1211376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211376/ERR1211376_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_9	corrected growth condition annotation - 2017-07-28	ERS1032200	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_9	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_9_	sequencing assay	ERX1283627	Teichmann_serum_3_9_2.fastq.gz	Teichmann_serum_3_9_2.fastq.gz	ERR1211376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211376/ERR1211376_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_90	  	ERS1032281	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_90	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_90_	sequencing assay	ERX1283708	Teichmann_serum_3_90_1.fastq.gz	Teichmann_serum_3_90_1.fastq.gz	ERR1211457	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211457/ERR1211457_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_90	  	ERS1032281	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_90	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_90_	sequencing assay	ERX1283708	Teichmann_serum_3_90_2.fastq.gz	Teichmann_serum_3_90_2.fastq.gz	ERR1211457	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211457/ERR1211457_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_91	  	ERS1032282	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_91	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_91_	sequencing assay	ERX1283709	Teichmann_serum_3_91_1.fastq.gz	Teichmann_serum_3_91_1.fastq.gz	ERR1211458	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211458/ERR1211458_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_91	  	ERS1032282	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_91	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_91_	sequencing assay	ERX1283709	Teichmann_serum_3_91_2.fastq.gz	Teichmann_serum_3_91_2.fastq.gz	ERR1211458	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211458/ERR1211458_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_92	  	ERS1032283	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_92	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_92_	sequencing assay	ERX1283710	Teichmann_serum_3_92_1.fastq.gz	Teichmann_serum_3_92_1.fastq.gz	ERR1211459	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211459/ERR1211459_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_92	  	ERS1032283	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_92	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_92_	sequencing assay	ERX1283710	Teichmann_serum_3_92_2.fastq.gz	Teichmann_serum_3_92_2.fastq.gz	ERR1211459	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211459/ERR1211459_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_93	  	ERS1032284	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_93	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_93_	sequencing assay	ERX1283711	Teichmann_serum_3_93_1.fastq.gz	Teichmann_serum_3_93_1.fastq.gz	ERR1211460	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211460/ERR1211460_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_93	  	ERS1032284	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_93	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_93_	sequencing assay	ERX1283711	Teichmann_serum_3_93_2.fastq.gz	Teichmann_serum_3_93_2.fastq.gz	ERR1211460	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211460/ERR1211460_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_94	  	ERS1032285	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_94	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_94_	sequencing assay	ERX1283712	Teichmann_serum_3_94_1.fastq.gz	Teichmann_serum_3_94_1.fastq.gz	ERR1211461	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211461/ERR1211461_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_94	  	ERS1032285	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_94	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_94_	sequencing assay	ERX1283712	Teichmann_serum_3_94_2.fastq.gz	Teichmann_serum_3_94_2.fastq.gz	ERR1211461	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211461/ERR1211461_2.fastq.gz	200	101	100	101	serum + LIF
serum_3_95	  	ERS1032286	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_95	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_95_	sequencing assay	ERX1283713	Teichmann_serum_3_95_1.fastq.gz	Teichmann_serum_3_95_1.fastq.gz	ERR1211462	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211462/ERR1211462_1.fastq.gz	200	101	100	101	serum + LIF
serum_3_95	  	ERS1032286	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	serum_3_95	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_serum_3_95_	sequencing assay	ERX1283713	Teichmann_serum_3_95_2.fastq.gz	Teichmann_serum_3_95_2.fastq.gz	ERR1211462	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211462/ERR1211462_2.fastq.gz	200	101	100	101	serum + LIF
